"No"	"キーワード"	"SEO難易度"	"月間検索数"	"CPC ($)"	"競合性"	"出現時期"
"1304"	"鉄筋コンクリート 耐用年数 減価償却"	"null"	"90"	"0"	"2"	"1年以上前"
"1305"	"aed 耐用年数 過ぎたら"	"null"	"90"	"0"	"4"	"1年以上前"
"1306"	"耐用年数 建物 鉄骨"	"null"	"90"	"0"	"1"	"1年以上前"
"1307"	"耐用年数 税法"	"null"	"90"	"0"	"0"	"1年以上前"
"1308"	"耐用年数 クレーン"	"null"	"90"	"0"	"0"	"1年以上前"
"1309"	"木造合金メッキ鋼板ぶき 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1310"	"照明器具法定耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1311"	"鞄 耐用年数"	"22"	"90"	"0"	"0"	"1年以上前"
"1312"	"蛍光灯耐用年数"	"null"	"90"	"0"	"1"	"1年以上前"
"1313"	"リフォーム耐用年数一覧"	"27"	"90"	"0"	"0"	"1年以上前"
"1314"	"窯業系サイディング 耐用年数"	"24"	"90"	"0"	"1"	"1年以上前"
"1315"	"太陽光 法定耐用年数"	"48"	"90"	"0"	"1"	"1年以上前"
"1316"	"間知ブロック擁壁 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1317"	"減価償却 耐用年数 トラクター"	"null"	"90"	"0"	"0"	"1年以上前"
"1318"	"アルミフェンス 耐用年数"	"null"	"90"	"0"	"1"	"1年以上前"
"1319"	"感知器 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1320"	"構築物 耐用年数表 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1321"	"軽量瓦 耐用年数"	"null"	"90"	"2.3"	"16"	"1年以上前"
"1322"	"道路 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1323"	"中古物件 減価償却 耐用年数超過"	"null"	"90"	"0"	"1"	"1年以上前"
"1324"	"ガルバリウム 耐用年数"	"null"	"90"	"2.53"	"5"	"1年以上前"
"1325"	"ユニットバス 減価償却 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1326"	"簡易建物 耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1327"	"ヘーベルハウス耐用年数"	"33"	"90"	"5.11"	"6"	"1年以上前"
"1328"	"クレオパワー 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1329"	"耐用年数 井戸"	"26"	"90"	"0"	"0"	"1年以内"
"1330"	"アルミホイール 耐用年数"	"null"	"90"	"0"	"1"	"1年以上前"
"1331"	"石油ファンヒーター耐用年数"	"null"	"90"	"0.03"	"2"	"1年以上前"
"1332"	"中古機械の耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1333"	"官庁営繕 耐用年数一覧表"	"28"	"90"	"0"	"0"	"1年以上前"
"1334"	"財務省令 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1335"	"体温計耐用年数"	"23"	"90"	"0"	"0"	"1年以上前"
"1336"	"コンクリート 耐用年数 100年"	"null"	"90"	"0"	"0"	"1年以上前"
"1337"	"照明器具耐用年数国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1338"	"建物耐用年数 中古"	"null"	"90"	"0"	"0"	"1年以上前"
"1339"	"タワマン 耐用年数"	"21"	"90"	"0"	"2"	"1年以上前"
"1340"	"耐用年数超過 減価償却"	"null"	"90"	"0"	"0"	"1年以上前"
"1341"	"減価 償却 新車 耐用 年数"	"null"	"90"	"0"	"1"	"半年以内"
"1342"	"ザバーン240 耐用年数"	"null"	"90"	"0"	"42"	"1年以上前"
"1343"	"ホテル 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1344"	"iphone 法定耐用年数"	"null"	"90"	"0"	"0"	"1年以内"
"1345"	"中古機械 耐用年数"	"21"	"90"	"0"	"0"	"1年以上前"
"1346"	"無線機耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1347"	"ファインパーフェクトトップ 耐用年数"	"24"	"90"	"0.28"	"11"	"1年以上前"
"1348"	"外壁サイディング 耐用年数"	"43"	"90"	"1.46"	"23"	"1年以上前"
"1349"	"防草シート 耐用年数 国税庁"	"43"	"90"	"0"	"14"	"1年以上前"
"1350"	"ソファ 法定耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1351"	"太陽光パネル 法定耐用年数"	"31"	"90"	"0"	"0"	"1年以上前"
"1352"	"ブロック塀 耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1353"	"防犯カメラ法定耐用年数国税庁"	"42"	"90"	"0"	"0"	"1年以上前"
"1354"	"液晶テレビ耐用年数"	"null"	"90"	"0"	"3"	"1年以上前"
"1355"	"電話主装置 耐用年数"	"48"	"90"	"0"	"1"	"1年以上前"
"1356"	"クレオトップ 耐用年数"	"null"	"90"	"0"	"7"	"1年以上前"
"1357"	"法定耐用年数 木造"	"null"	"90"	"0"	"0"	"1年以上前"
"1358"	"国税庁 aed耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1359"	"マンションの耐用年数 減価償却"	"null"	"90"	"2.04"	"10"	"1年以上前"
"1360"	"アコーディオンガレージ 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1361"	"自動販売機耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1362"	"下水道施設 耐用年数表"	"28"	"90"	"0"	"0"	"1年以上前"
"1363"	"重機耐用年数"	"23"	"90"	"0"	"0"	"1年以上前"
"1364"	"舗装耐用年数"	"24"	"90"	"0"	"0"	"1年以上前"
"1365"	"浄化槽ブロア 耐用年数"	"null"	"90"	"0"	"1"	"1年以上前"
"1366"	"食洗器 耐用年数"	"null"	"90"	"0"	"1"	"1年以上前"
"1367"	"財務省 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1368"	"バイク 減価償却 耐用年数 国税庁"	"null"	"90"	"0"	"0"	"1年以上前"
"1369"	"インバータ 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1370"	"除雪機 耐用年数 国税庁"	"41"	"90"	"0"	"0"	"1年以上前"
"1371"	"賃貸 内装工事 耐用年数 国税庁"	"37"	"90"	"0"	"0"	"1年以上前"
"1372"	"コンクリート舗装 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1373"	"内装 耐用年数"	"26"	"90"	"0"	"0"	"1年以上前"
"1374"	"ロールスクリーン耐用年数"	"24"	"90"	"0"	"0"	"1年以上前"
"1375"	"スイッチングハブ 耐用年数"	"null"	"90"	"0"	"0"	"1年以上前"
"1376"	"カクイチ ガレージ 耐用年数"	"null"	"90"	"0"	"3"	"1年以上前"
"1377"	"木 鉄筋コンクリート造 耐用年数"	"null"	"70"	"0"	"1"	"1年以内"
"1378"	"減価償却 耐用年数 農業機械"	"null"	"70"	"0"	"0"	"1年以上前"
"1379"	"耐用年数 洗車機"	"null"	"70"	"0"	"0"	"1年以上前"
"1380"	"カーテン耐用年数国税庁"	"null"	"70"	"0"	"0"	"1年以上前"
"1381"	"デスクトップpc 耐用年数"	"null"	"70"	"0"	"1"	"1年以上前"
"1382"	"onu耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1383"	"改装工事 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1384"	"アクセスポイント 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1385"	"火災報知器 法定耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1386"	"ストーブ耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1387"	"タイルカーペット 耐用年数 国税庁"	"null"	"70"	"0"	"0"	"1年以上前"
"1388"	"照明設備 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1389"	"スマートウォッチ 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1390"	"シャンプー台 耐用年数"	"25"	"70"	"0"	"0"	"1年以上前"
"1391"	"短下肢装具 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1392"	"建物付属設備 法定耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1393"	"床工事 耐用年数 国税庁"	"null"	"70"	"0"	"0"	"1年以上前"
"1394"	"タブレット 耐用年数 国税庁"	"58"	"70"	"0"	"0"	"1年以上前"
"1395"	"製氷機 法定耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1396"	"減価償却資産の耐用年数等に関する省令別表第1"	"null"	"70"	"0"	"0"	"1年以上前"
"1397"	"雨樋耐用年数"	"null"	"70"	"0"	"6"	"1年以上前"
"1398"	"屋上防水シート 耐用年数"	"41"	"70"	"2.28"	"22"	"1年以上前"
"1399"	"玄米保冷庫 耐用年数"	"26"	"70"	"0"	"0"	"1年以上前"
"1400"	"クロス糊付機 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1401"	"キャンピングカー 耐用年数"	"25"	"70"	"0"	"0"	"1年以上前"
"1402"	"一戸建て耐用年数"	"28"	"70"	"0"	"5"	"1年以上前"
"1403"	"キッチンカー耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1404"	"農業 耐用年数"	"25"	"70"	"0"	"0"	"1年以上前"
"1405"	"印刷機 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1406"	"避雷針 耐用年数"	"null"	"70"	"0"	"1"	"1年以上前"
"1407"	"パーテーション耐用年数国税庁"	"null"	"70"	"0"	"0"	"1年以上前"
"1408"	"中古資産耐用年数計算 エクセル"	"null"	"70"	"0"	"0"	"1年以上前"
"1409"	"耐用年数 冷凍機"	"null"	"70"	"0"	"0"	"1年以上前"
"1410"	"耐用年数 償却"	"null"	"70"	"0"	"0"	"1年以上前"
"1411"	"償却資産 耐用年数表"	"null"	"70"	"0"	"1"	"1年以上前"
"1412"	"ハンディーターミナル 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1413"	"耐用年数 印刷機"	"null"	"70"	"0"	"0"	"1年以上前"
"1414"	"スマホ 耐用年数 4年"	"32"	"70"	"0"	"0"	"1年以上前"
"1415"	"木造アパート 耐用年数 過ぎたら"	"null"	"70"	"0"	"5"	"1年以上前"
"1416"	"アパート 減価償却 耐用年数"	"null"	"70"	"3.94"	"14"	"1年以上前"
"1417"	"コアラマットレス 耐用年数"	"null"	"70"	"2.24"	"29"	"1年以上前"
"1418"	"クレーン 耐用年数 国税庁"	"null"	"70"	"0"	"0"	"1年以上前"
"1419"	"ピアノ 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1420"	"マンション屋上防水 耐用年数"	"25"	"70"	"25.84"	"33"	"1年以上前"
"1421"	"法定耐用年数 空調"	"null"	"70"	"0"	"0"	"1年以上前"
"1422"	"鉄骨造スレート葺 耐用年数"	"null"	"70"	"0"	"1"	"1年以上前"
"1423"	"耐用年数6年 償却率"	"null"	"70"	"0"	"0"	"1年以上前"
"1424"	"農業機械 減価償却 耐用年数"	"27"	"70"	"0"	"0"	"1年以上前"
"1425"	"ポリカ波板 耐用年数"	"null"	"70"	"0"	"0"	"1年以内"
"1426"	"換気扇 法定耐用年数"	"50"	"70"	"0"	"0"	"1年以上前"
"1427"	"浄水器耐用年数"	"28"	"70"	"0"	"0"	"1年以上前"
"1428"	"衣類 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1429"	"耐用年数 スプリンクラー"	"null"	"70"	"0"	"0"	"1年以上前"
"1430"	"機械装置 中古 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1431"	"ブチルテープ 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1432"	"軽量鉄骨住宅 耐用年数"	"null"	"70"	"0.25"	"9"	"1年以上前"
"1433"	"mri耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1434"	"経済的残存耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1435"	"物置 耐用年数 減価償却"	"null"	"70"	"0"	"0"	"1年以上前"
"1436"	"減価償却 耐用年数 ユンボ"	"null"	"70"	"0"	"0"	"1年以上前"
"1437"	"大蔵省令 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1438"	"シートシャッター 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1439"	"溶融亜鉛メッキ 耐用年数"	"null"	"70"	"0"	"1"	"1年以上前"
"1440"	"空気清浄機 耐用年数 国税"	"null"	"70"	"0"	"0"	"1年以上前"
"1441"	"カスケードガレージ 耐用年数"	"null"	"70"	"0"	"1"	"1年以上前"
"1442"	"utm法定耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1443"	"耐用年数表器具備品"	"29"	"70"	"0"	"0"	"1年以上前"
"1444"	"鉄筋鉄骨コンクリート造 耐用年数"	"null"	"70"	"3.34"	"4"	"1年以上前"
"1445"	"建具 耐用年数"	"39"	"70"	"0"	"0"	"1年以上前"
"1446"	"耐用年数 衣類"	"null"	"70"	"0"	"0"	"1年以上前"
"1447"	"耐用年数 超音波診断装置"	"null"	"70"	"0"	"0"	"1年以内"
"1448"	"軽量鉄骨 耐用年数 住宅"	"null"	"70"	"0.28"	"6"	"1年以上前"
"1449"	"イナバ物置 耐用年数 国税庁"	"null"	"70"	"0"	"0"	"1年以上前"
"1450"	"ユンボ 耐用年数 減価償却"	"null"	"70"	"0"	"0"	"1年以上前"
"1451"	"改修工事 耐用年数 国税庁"	"33"	"70"	"0"	"0"	"1年以上前"
"1452"	"アイリスオーヤマ 人工芝 耐用年数"	"42"	"70"	"1.81"	"46"	"1年以上前"
"1453"	"朝日ソーラー 耐用年数"	"null"	"70"	"0"	"1"	"1年以上前"
"1454"	"シャッター 耐用年数 減価償却"	"null"	"70"	"0"	"0"	"1年以上前"
"1455"	"ドローン法定耐用年数"	"19"	"70"	"0"	"0"	"1年以上前"
"1456"	"布団 耐用年数"	"null"	"70"	"0"	"2"	"1年以上前"
"1457"	"システムキッチン 法定耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1458"	"中古住宅耐用年数"	"45"	"70"	"0"	"1"	"1年以上前"
"1459"	"仮設トイレ 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1460"	"耐用年数2年 償却率"	"null"	"70"	"0"	"0"	"1年以上前"
"1461"	"水道ポンプ 耐用年数"	"27"	"70"	"0"	"4"	"1年以上前"
"1462"	"アルミフェンス 耐用年数 国税庁"	"23"	"70"	"0"	"0"	"1年以上前"
"1463"	"玄関ドア耐用年数"	"28"	"70"	"0"	"0"	"1年以上前"
"1464"	"工事用ヘルメット 耐用年数"	"null"	"70"	"0"	"2"	"1年以上前"
"1465"	"物理的耐用年数"	"null"	"70"	"0"	"0"	"1年以内"
"1466"	"水道管 法定耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1467"	"温水洗浄便座 耐用年数"	"null"	"70"	"0"	"2"	"1年以上前"
"1468"	"コンクリート建物 耐用年数"	"null"	"70"	"0"	"1"	"1年以上前"
"1469"	"クリーンマイルドシリコン 耐用年数"	"null"	"70"	"1.36"	"6"	"1年以上前"
"1470"	"駐輪場 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1471"	"腕時計耐用年数"	"null"	"70"	"0"	"1"	"1年以上前"
"1472"	"中古資産の耐用年数 月数"	"null"	"70"	"0"	"0"	"1年以上前"
"1473"	"法定耐用年数とは わかりやすく"	"null"	"70"	"0"	"0"	"1年以上前"
"1474"	"トラックスケール 耐用年数"	"23"	"70"	"0"	"0"	"1年以上前"
"1475"	"lan配線工事 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1476"	"コンプレッサー 減価償却 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1477"	"償却資産税 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1478"	"アンテナ 耐用年数"	"54"	"70"	"1.25"	"5"	"1年以上前"
"1479"	"コンプレッサー耐用年数減価償却"	"null"	"70"	"0"	"0"	"1年以上前"
"1480"	"電子ピアノ耐用年数"	"30"	"70"	"0"	"0"	"1年以上前"
"1481"	"耐用年数 意味"	"null"	"70"	"0"	"0"	"1年以上前"
"1482"	"耐用年数 農業"	"null"	"70"	"0"	"0"	"1年以上前"
"1483"	"農業機械の減価償却 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1484"	"rc造 耐用年数 減価償却"	"null"	"70"	"0"	"2"	"1年以上前"
"1485"	"木造倉庫 耐用年数"	"28"	"70"	"0"	"1"	"1年以上前"
"1486"	"井戸 耐用年数 国税庁"	"null"	"70"	"0"	"0"	"1年以上前"
"1487"	"リュック 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1488"	"ブルーレイ 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1489"	"スタットレスタイヤ 耐用年数"	"null"	"70"	"0.12"	"4"	"1年以上前"
"1490"	"冷蔵ショーケース 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1491"	"wifi設備 耐用年数 国税庁"	"null"	"70"	"0"	"0"	"1年以上前"
"1492"	"耐用年数 駐輪場"	"null"	"70"	"0"	"0"	"1年以上前"
"1493"	"固定資産税 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1494"	"プレハブ倉庫 耐用年数"	"26"	"70"	"0"	"0"	"1年以上前"
"1495"	"マンション給水管 耐用年数"	"29"	"70"	"1.81"	"6"	"1年以上前"
"1496"	"昇降機 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1497"	"空調 法定耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1498"	"ホイール 耐用年数"	"null"	"70"	"0"	"1"	"1年以上前"
"1499"	"トラクター 耐用年数 中古"	"null"	"70"	"0"	"0"	"1年以上前"
"1500"	"大和ハウス 外壁 耐用年数"	"null"	"70"	"0.8"	"8"	"1年以上前"
"1501"	"器具備品耐用年数表"	"null"	"70"	"0"	"0"	"1年以上前"
"1502"	"減価償却 耐用年数 終わったら 税金"	"null"	"70"	"0"	"0"	"1年以上前"
"1503"	"プリンタ 減価償却 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1504"	"病院 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1505"	"減価償却耐用年数とは"	"null"	"70"	"0.26"	"4"	"1年以上前"
"1506"	"プレハブ住宅耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1507"	"耐用年数 通信機器"	"null"	"70"	"0"	"0"	"1年以上前"
"1508"	"led 法定耐用年数"	"null"	"70"	"0"	"1"	"1年以上前"
"1509"	"メガソーラー耐用年数"	"null"	"70"	"0"	"6"	"1年以上前"
"1510"	"改質アスファルトルーフィング 耐用年数"	"null"	"70"	"0"	"3"	"1年以上前"
"1511"	"書籍 耐用年数"	"null"	"70"	"0"	"8"	"1年以上前"
"1512"	"simカード耐用年数"	"null"	"70"	"0"	"1"	"1年以上前"
"1513"	"スマホの耐用年数は"	"58"	"70"	"0.04"	"10"	"1年以上前"
"1514"	"チェンソー 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1515"	"スレート瓦 耐用年数"	"null"	"70"	"1.54"	"40"	"1年以上前"
"1516"	"鉄筋コンクリート造 法定耐用年数"	"null"	"70"	"0"	"1"	"1年以上前"
"1517"	"ニチハ マイクロガード 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1518"	"耐用年数 外構"	"null"	"70"	"0"	"0"	"1年以上前"
"1519"	"賃貸物件内装工事耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1520"	"屋根ガルバリウム鋼板 耐用年数"	"null"	"70"	"0.64"	"27"	"1年以上前"
"1521"	"風力発電耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1522"	"モータ 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1523"	"ポリカーボネート耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1524"	"ゴルフクラブ 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1525"	"鞄 耐用年数 国税庁"	"47"	"70"	"0"	"0"	"1年以上前"
"1526"	"防草シート耐用年数 30年"	"26"	"70"	"0.6"	"99"	"1年以上前"
"1527"	"ビニールハウス ビニール 耐用年数"	"null"	"70"	"0"	"1"	"1年以上前"
"1528"	"室外機耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1529"	"防鳥ネット 耐用年数"	"null"	"70"	"0"	"1"	"1年以上前"
"1530"	"防鳥ネット 耐用年数 国税庁"	"null"	"70"	"0"	"0"	"1年以上前"
"1531"	"不動産 減価償却 耐用年数超え"	"33"	"70"	"5.39"	"4"	"1年以上前"
"1532"	"革靴耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1533"	"洗車機耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1534"	"掃除機 耐用年数 国税庁"	"null"	"70"	"0"	"0"	"1年以上前"
"1535"	"ショベルカー 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1536"	"冷凍機 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1537"	"耐用年数 流し台"	"null"	"70"	"0"	"0"	"1年以上前"
"1538"	"プレハブ 法定耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1539"	"エスケープレミアム無機ルーフ 耐用年数"	"null"	"70"	"0"	"4"	"1年以上前"
"1540"	"耐用年数 ガラス"	"null"	"70"	"0"	"0"	"1年以内"
"1541"	"減価償却 耐用年数 物置"	"null"	"70"	"0"	"0"	"1年以上前"
"1542"	"減価償却 耐用年数 自動車"	"null"	"70"	"0.22"	"9"	"1年以上前"
"1543"	"耐用年数 大蔵省令"	"null"	"70"	"0"	"0"	"1年以上前"
"1544"	"lan工事 耐用年数6年"	"null"	"70"	"0"	"0"	"1年以上前"
"1545"	"プレミアム無機ルーフ 耐用年数"	"null"	"70"	"1.12"	"3"	"1年以上前"
"1546"	"中古トラクター 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1547"	"券売機 耐用年数"	"27"	"70"	"0"	"1"	"1年以上前"
"1548"	"除草シート 耐用年数"	"null"	"70"	"0.62"	"44"	"1年以上前"
"1549"	"コンテナ 法定耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1550"	"low-eガラス 耐用年数"	"24"	"70"	"0"	"0"	"1年以上前"
"1551"	"外壁 吹き付け 耐用年数"	"27"	"70"	"1.17"	"16"	"1年以上前"
"1552"	"クロス 耐用年数 国税庁"	"42"	"70"	"0"	"0"	"1年以上前"
"1553"	"外壁 耐用年数ランキング"	"26"	"70"	"1.63"	"31"	"1年以上前"
"1554"	"電線 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1555"	"ガス給湯器 法定耐用年数"	"28"	"70"	"0"	"0"	"1年以上前"
"1556"	"ビニールカーテン耐用年数国税庁"	"null"	"70"	"0"	"0"	"1年以上前"
"1557"	"木造店舗 耐用年数"	"null"	"70"	"0"	"1"	"1年以上前"
"1558"	"リース期間 耐用年数より短い"	"null"	"70"	"0"	"0"	"1年以上前"
"1559"	"ct 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1560"	"ハンディターミナル 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1561"	"減価償却耐用年数シャッター"	"null"	"70"	"0"	"0"	"1年以上前"
"1562"	"アイロン耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1563"	"自動販売機 耐用年数 国税庁"	"null"	"70"	"0"	"0"	"1年以上前"
"1564"	"外壁タイル耐用年数"	"24"	"70"	"2.05"	"5"	"1年以上前"
"1565"	"キーボード 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1566"	"消火器の耐用年数 消防法"	"null"	"70"	"0"	"1"	"半年以内"
"1567"	"耐用年数計算ツール"	"null"	"70"	"0"	"0"	"1年以上前"
"1568"	"ラジカル塗料 耐用年数"	"null"	"70"	"0.37"	"29"	"1年以上前"
"1569"	"敷布団耐用年数"	"null"	"70"	"0"	"4"	"1年以上前"
"1570"	"ログハウス耐用年数"	"null"	"70"	"0"	"2"	"1年以上前"
"1571"	"楽器 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1572"	"資産除去債務 耐用年数 決め方"	"null"	"70"	"0"	"0"	"1年以上前"
"1573"	"ユンボ 減価償却 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1574"	"はるクール耐用年数"	"null"	"70"	"0"	"3"	"1年以内"
"1575"	"固まる土 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1576"	"事務所 耐用年数"	"null"	"70"	"0"	"0"	"1年以上前"
"1577"	"クールタイトsi 耐用年数"	"null"	"70"	"1.94"	"6"	"1年以上前"
"1578"	"リフォーム耐用年数 国税庁"	"40"	"70"	"0"	"0"	"1年以上前"
